Name,IDfg,mlbam_id,snapshot_year,Team,Age,Position,player_type,proj_BB%,proj_K%,proj_AVG,proj_OBP,proj_SLG,proj_wOBA,proj_HR,proj_2B,proj_3B,proj_RBI,proj_R,proj_HBP,proj_WAR,service_time,years_of_control,status,salary_source,total_future_WAR,total_future_WAR_value,total_future_salary,surplus,WAR_2025,WAR_2026,WAR_2027,WAR_2028,WAR_2029,WAR_2030,WAR_2031,salary_2025,salary_2026,salary_2027,salary_2028,salary_2029,salary_2030,salary_2031,WAR_2032,WAR_2033,WAR_2034,WAR_2035,WAR_2036,WAR_2037,WAR_2038,WAR_2039,salary_2032,salary_2033,salary_2034,salary_2035,salary_2036,salary_2037,salary_2038,salary_2039,proj_Role,proj_FIP,proj_ERA
Emerson Hancock,27470,676106,2025,SEA,26,rhp,pitcher,0.0743018,0.17980516,,,,,,,,,,,-0.09,0.116,6,Pre-Arb,cots,5.89,53939526,13248662,40690864,0.0,0.462,1.018,1.464,1.548,1.4,,760000,720000.0,720000.0,1975521.0,3621595.0,5451546.0,,,,,,,,,,,,,,,,,,SP,5.0748296,4.977455
Steven Kwan,24610,680757,2025,CLE,27,lf,batter,0.096523985,0.09366614,0.28026056,0.36023825,0.37311643,0.3244274,11.9147835,27.228731,5.7355304,57.245106,92.912056,5.08363,2.46,3.0,3,Arb-1,cots,6.51,54672188,14072273,40599916,2.456,2.196,1.86,,,,,3014935,4619519.0,6437819.0,,,,,,,,,,,,,,,,,,,,,,,
Luis Medina,21649,665622,2025,ATH,26,rhp,pitcher,0.11056163,0.1984639,,,,,,,,,,,0.56,1.146,5,Pre-Arb,cots,6.01,52855485,12309360,40546125,0.564,1.001,1.4,1.59,1.452,,,760000,720000.0,1817242.0,3576199.0,5435919.0,,,,,,,,,,,,,,,,,,,SP,4.7543635,4.9263177
Cristopher Sanchez,20778,650911,2025,,28,,pitcher,0.05948195,0.20003596,,,,,,,,,,,3.73,4.0,2,Arb-2,estimated,6.92,59386762,19013948,40372814,3.734,3.19,,,,,,7901261,11112688.0,,,,,,,,,,,,,,,,,,,,,,SP,3.2035058,3.2780511
Kyle Isbel,21614,664728,2025,KC,28,cf,batter,0.06437473,0.21126057,0.23939757,0.28902143,0.34572688,0.28692797,8.835205,20.925833,5.2209334,44.75859,58.692677,3.9712105,2.32,3.043,3,Arb-1,cots,6.54,54877465,14521785,40355680,2.318,2.155,2.064,,,,,2829242,4522998.0,7169545.0,,,,,,,,,,,,,,,,,,,,,,,
Addison Barger,24598,,2025,TOR,25,ss-3b,batter,0.067549646,0.2616745,0.23765574,0.29134154,0.41219726,0.30420634,17.230276,23.162014,1.3649244,63.9513,57.918785,3.6761203,1.47,0.103,6,Pre-Arb,cots,5.88,50333656,10003951,40329705,1.473,1.441,1.283,0.966,0.58,0.137,,760000,720000.0,720000.0,1303951.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,
TJ Friedl,19522,670770,2025,CIN,29,lf,batter,0.08147133,0.17157175,0.23827516,0.31273264,0.34501025,0.29739356,17.720993,22.830166,3.4428213,64.85179,66.918465,9.704388,1.67,2.112,4,Pre-Arb,cots,6.01,50871727,10720527,40151199,1.67,1.406,1.634,1.298,,,,760000,1754531.0,3533819.0,4672177.0,,,,,,,,,,,,,,,,,,,,,,
Ernie Clement,20352,676391,2025,TOR,29,ss,batter,0.038128525,0.10420774,0.25763685,0.29259294,0.3495501,0.283379,8.893743,19.456928,2.9052136,49.000504,49.504456,2.918533,1.97,2.168,4,Pre-Arb,cots,5.91,49661864,9747648,39914216,1.969,1.662,1.347,0.936,,,,760000,2074795.0,2912853.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
Joey Bart,21524,663698,2025,PIT,28,c,batter,0.07414926,0.27168334,0.23098199,0.31140974,0.38173142,0.3052992,17.655766,22.522686,1.3006501,61.79251,62.449112,9.8155155,2.38,3.02,3,Arb-1,cots,6.39,53549718,13843126,39706592,2.383,2.156,1.849,,,,,2916957,4525279.0,6400891.0,,,,,,,,,,,,,,,,,,,,,,,
Jordan Walker,27475,691023,2025,STL,23,rf,batter,0.075112365,0.23307882,0.25198182,0.31881747,0.42195103,0.32154134,20.645313,26.913414,2.2156599,71.96966,68.65794,6.3945627,0.88,1.044,5,Pre-Arb,cots,5.71,49599482,9985639,39613842,0.881,1.229,1.276,1.234,1.088,,,760000,720000.0,1655602.0,2776790.0,4073247.0,,,,,,,,,,,,,,,,,,,,,
Alec Burleson,27615,676475,2025,STL,26,of,batter,0.0668212,0.1326386,0.27140063,0.31644717,0.4292085,0.3296854,17.385431,24.757576,2.0423095,72.87221,60.471695,3.871513,2.06,2.029,4,Pre-Arb,cots,5.85,49135731,9533878,39601853,2.057,1.503,1.34,0.947,,,,760000,1876133.0,2897745.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
Clarke Schmidt,19899,657376,2025,NYY,29,rhp-s,pitcher,0.08227093,0.2546781,,,,,,,,,,,2.38,3.148,3,Arb-1,cots,6.34,53127641,13629691,39497950,2.379,2.195,1.763,,,,,2911069,4615974.0,6102648.0,,,,,,,,,,,,,,,,,,,,,SP,3.866666,3.814582
Shane McClanahan,21483,663556,2025,TB,28,lhp-s,pitcher,0.081918985,0.25795358,,,,,,,,,,,2.37,3.158,3,Arb-1,cots,6.36,53263694,13817136,39446559,2.367,2.118,1.873,,,,,2895613,4437200.0,6484322.0,,,,,,,,,,,,,,,,,,,,,SP,3.8722677,3.7234616
Danny Jansen,16535,643376,2025,TB,30,c,batter,0.0939117,0.20123771,0.2282964,0.31055287,0.40266544,0.31093344,19.647879,21.08623,0.5917537,68.32527,59.760765,7.582874,2.86,6.05,2,Signed,cots,5.66,47840317,8500000,39340317,2.859,2.798,,,,,,4250000,4250000.0,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Walls,22458,670764,2025,TB,28,ss,batter,0.114162534,0.24122342,0.21972287,0.3098216,0.34652245,0.2974269,8.436849,17.991102,2.687584,40.70248,56.30311,2.8487384,2.5,3.092,3,Arb-1,cots,6.33,52993039,13684523,39308516,2.505,1.905,1.919,,,,,3081306,3961971.0,6641246.0,,,,,,,,,,,,,,,,,,,,,,,
Tylor Megill,21318,656731,2025,NYM,29,rhp,pitcher,0.09341221,0.25160637,,,,,,,,,,,2.17,3.031,3,Arb-1,cots,6.4,53649222,14368978,39280243,2.169,2.153,2.077,,,,,2627853,4518259.0,7222866.0,,,,,,,,,,,,,,,,,,,,,SP,3.969316,4.0372686
Daulton Varsho,19918,662139,2025,TOR,28,lf,batter,0.08063067,0.25754443,0.2299205,0.31905824,0.38462737,0.29893705,22.332222,26.847353,2.8957798,69.668274,73.53804,5.008059,3.55,4.128,2,Arb-2,cots,6.73,57616453,18551146,39065308,3.552,3.176,,,,,,7492393,11058753.0,,,,,,,,,,,,,,,,,,,,,,,,
Wenceel Perez,22857,,2025,,25,,batter,0.080832146,0.21312365,0.2493532,0.31327778,0.37231973,0.30299565,12.459178,23.67809,5.4228663,55.22199,69.937706,2.1988394,1.33,1.0,5,Pre-Arb,estimated,5.59,47927233,9607649,38319584,1.335,1.313,1.254,1.005,0.687,,,760000,720000.0,1627649.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,
Garrett Mitchell,27555,669003,2025,MIL,26,cf,batter,0.10053532,0.31847385,0.21776493,0.32333383,0.36432016,0.29585654,17.287823,25.223824,2.7572744,55.945995,70.07886,3.0168426,1.96,2.04,4,Pre-Arb,cots,5.65,47334713,9474791,37859923,1.96,1.741,1.175,0.778,,,,760000,2172808.0,2541983.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
Ben Rice,29576,,2025,NYY,26,c-1b,batter,0.11273183,0.26159248,0.24265924,0.29729986,0.4406081,0.33862156,21.153917,21.08678,2.7707324,70.312416,60.680737,4.5588717,1.91,0.076,6,Pre-Arb,cots,5.62,47333543,9700000,37633543,1.914,1.464,1.238,0.719,0.284,0.0,,760000,720000.0,720000.0,1000000.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,
Jazz Chisholm Jr.,20454,665862,2025,NYY,27,2b,batter,0.08257629,0.25174567,0.24333403,0.32414746,0.42914194,0.32084218,24.05229,25.942142,2.767689,76.44469,77.1245,4.573378,3.37,4.075,2,Arb-2,cots,6.49,55457757,17939990,37517767,3.365,3.125,,,,,,7071855,10868135.0,,,,,,,,,,,,,,,,,,,,,,,,
Enmanuel Valdez,21716,665839,2025,PIT,26,3b,batter,0.070374675,0.24284913,0.23634762,0.2989904,0.41702902,0.30850396,15.297823,22.297369,0.7557009,60.699615,54.891273,2.050681,1.77,1.018,5,Pre-Arb,cots,5.56,47001701,9520843,37480858,1.771,1.488,1.187,0.78,0.338,,,760000,720000.0,1540843.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,
Joey Estes,26257,683155,2025,ATH,23,rhp-s,pitcher,0.05466384,0.17562635,,,,,,,,,,,-0.21,0.154,6,Pre-Arb,cots,5.54,51087109,13744690,37342419,0.0,0.283,0.839,1.284,1.535,1.598,,760000,720000.0,720000.0,1733819.0,3591296.0,6219575.0,,,,,,,,,,,,,,,,,,SP,5.133358,5.125561
Lenyn Sosa,22896,672820,2025,CHW,25,2b-ss,batter,0.044804484,0.2145377,0.25132194,0.2624364,0.40648022,0.30108804,13.869645,18.92374,2.4192145,58.489502,42.169025,3.8283107,1.42,1.044,5,Pre-Arb,cots,5.38,45929810,9413815,36515995,1.42,1.305,1.105,0.91,0.637,,,760000,720000.0,1433815.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,
Pavin Smith,19892,656976,2025,ARI,29,1b,batter,0.1138682,0.2002033,0.24644074,0.31507304,0.4113074,0.34048623,16.616304,21.962938,1.8611532,68.36439,58.74244,2.396292,2.26,3.015,3,Arb-1,cots,5.76,48007527,11966287,36041240,2.259,2.112,1.385,,,,,2749876,4422662.0,4793750.0,,,,,,,,,,,,,,,,,,,,,,,
Alec Bohm,21618,664761,2025,PHI,28,3b,batter,0.069190845,0.15877485,0.27698892,0.3225589,0.42916813,0.3317462,18.658754,31.430101,2.4401023,86.23199,73.8846,5.3497276,3.09,4.106,2,Arb-2,cots,6.28,53566845,17558751,36008095,3.087,3.19,,,,,,6446646,11112105.0,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Woodruff,16162,605540,2025,MIL,32,rhp-s,pitcher,0.06295693,0.28049025,,,,,,,,,,,2.8,6.161,2,Signed,cots,5.31,44602138,8750000,35852138,2.804,2.505,,,,,,4375000,4375000.0,,,,,,,,,,,,,,,,,,,,,,SP,3.6583524,3.5990646
Ryan Jeffers,24618,680777,2025,MIN,28,c,batter,0.083844475,0.22925428,0.23678964,0.31596625,0.4045761,0.31751862,24.565163,25.837362,1.1527483,75.198814,69.94288,12.054149,3.2,4.089,2,Arb-2,cots,6.21,52937758,17152252,35785507,3.202,3.013,,,,,,6704753,10447499.0,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Stephenson,17988,663886,2025,CIN,28,c,batter,0.087525584,0.2371938,0.2483381,0.33622846,0.40768752,0.3220401,19.42605,27.324343,1.3809401,72.1704,72.321335,6.2524643,3.34,4.056,2,Arb-2,cots,6.16,52395470,16750994,35644476,3.339,2.823,,,,,,7011990,9739004.0,,,,,,,,,,,,,,,,,,,,,,,,
J.P. Crawford,15491,641487,2025,SEA,30,ss,batter,0.11699097,0.20430593,0.24517079,0.320963,0.38680696,0.3225234,12.851684,23.721363,2.8552277,57.841103,68.56802,6.2739396,3.46,6.163,2,Signed,cots,6.5,55506690,20400000,35106690,3.46,3.039,,,,,,10200000,10200000.0,,,,,,,,,,,,,,,,,,,,,,,,
Justin Martinez,24453,679885,2025,ARI,23,rhp-c,pitcher,0.10337914,0.2779507,,,,,,,,,,,1.16,1.024,7,Pre-Arb,cots,5.97,53020495,18000000,35020495,1.164,0.999,0.908,0.821,0.76,0.686,0.629,1493687,1415072.0,2316291.0,4913443.0,7861509.0,,,,,,,,,,,,,,,,,,,RP,3.321812,3.4127939
Jake McCarthy,21622,664983,2025,ARI,27,rf,batter,0.07201032,0.17851907,0.24624386,0.32966578,0.34739938,0.29711354,7.2571454,19.542812,5.390303,42.69461,69.4603,8.315749,1.61,2.124,4,Pre-Arb,cots,5.25,44249756,9427313,34822443,1.606,1.425,1.335,0.888,,,,760000,1778863.0,2888450.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
Austin Martin,27462,668885,2025,MIN,26,2b-of,batter,0.07993017,0.18619533,0.25152346,0.31443062,0.3700655,0.3004358,4.619099,23.967384,2.907252,42.37389,63.373512,3.5287225,1.58,0.154,6,Pre-Arb,cots,5.21,44156843,9727542,34429301,1.583,1.341,1.139,0.761,0.388,0.0,,760000,720000.0,720000.0,1027542.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,
Leody Taveras,18900,665750,2025,TEX,26,cf,batter,0.07568323,0.2149564,0.24985065,0.29811463,0.3937997,0.3082027,12.1275835,23.777018,3.5276365,57.104404,59.855946,2.2527895,2.06,3.124,3,Arb-1,cots,5.54,46020976,11918243,34102734,2.063,1.882,1.595,,,,,2484897,3914421.0,5518925.0,,,,,,,,,,,,,,,,,,,,,,,
Spencer Horwitz,26477,687462,2025,PIT,27,1b,batter,0.103528745,0.18701883,0.25272685,0.33983853,0.41917565,0.33270445,18.76668,27.542505,1.1141427,70.22952,72.23119,9.120731,1.67,0.152,6,Pre-Arb,cots,5.16,43538287,9700000,33838287,1.672,1.387,1.116,0.734,0.252,0.0,,760000,720000.0,720000.0,1000000.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,
Dillon Dingler,27464,,2025,DET,26,c,batter,0.06366407,0.32789928,0.223414,0.28182,0.37325925,0.28563175,12.2632675,20.460173,2.3188722,45.598885,52.238903,4.259007,1.7,0.063,6,Pre-Arb,cots,5.14,43479987,9700000,33779987,1.697,1.367,0.897,0.712,0.367,0.096,,760000,720000.0,720000.0,1000000.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,
Nelson Velazquez,23359,676369,2025,,26,,batter,0.085546106,0.26841328,0.24299577,0.30160382,0.46686321,0.33766124,23.38366,21.135288,2.0517988,75.28859,66.34757,4.9153953,2.27,3.0,3,Arb-1,estimated,5.25,43690287,10780547,32909740,2.266,1.681,1.308,,,,,2758958,3495507.0,4526082.0,,,,,,,,,,,,,,,,,,,,,,,
Royce Lewis,20437,668904,2025,MIN,26,3b-dh,batter,0.086909264,0.22308102,0.2536478,0.33215022,0.46226248,0.3370191,30.707846,27.878614,0.49904224,100.41738,81.82113,3.429585,1.41,2.142,4,Pre-Arb,cots,4.97,41958270,9119444,32838826,1.415,1.332,1.247,0.975,,,,760000,1661721.0,2697723.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
Graham Ashcraft,27552,668933,2025,CIN,27,rhp,pitcher,0.07381613,0.17015573,,,,,,,,,,,0.79,2.13,4,Pre-Arb,cots,5.13,44046875,11533726,32513149,0.788,1.124,1.531,1.683,,,,760000,1402883.0,3311186.0,6059657.0,,,,,,,,,,,,,,,,,,,,SP,4.6451497,4.7221093
Dairon Blanco,19779,680118,2025,KC,32,lf-cf,batter,0.06536685,0.2520751,0.22105916,0.30491635,0.35614523,0.27484512,5.1032314,16.341755,1.9435056,33.748188,50.613197,2.7603106,2.24,1.132,5,Pre-Arb,cots,4.98,41395964,9058565,32337398,2.235,1.665,0.831,0.248,0.0,,,760000,720000.0,1078565.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,
Trevor Larnach,21501,663616,2025,MIN,28,lf,batter,0.100016065,0.24445839,0.23698454,0.32084528,0.43716934,0.32957512,19.47624,24.238846,1.4168425,66.56074,67.14881,4.272659,2.24,3.009,3,Arb-1,cots,5.16,42816171,10497167,32319003,2.237,1.816,1.106,,,,,2720621,3776546.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,
Brandon Marsh,20202,669016,2025,PHI,27,cf,batter,0.103072405,0.30525702,0.22507448,0.31967786,0.3895851,0.31317282,16.272018,22.635113,2.8219204,56.820885,62.07075,4.1106424,2.23,3.078,3,Arb-1,cots,5.13,42538414,10597645,31940769,2.233,1.867,1.03,,,,,2714527,3883118.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,
Nico Hoerner,21479,663538,2025,CHC,28,2b,batter,0.06954558,0.108741514,0.26738805,0.32260358,0.35416925,0.304283,8.034262,27.896946,3.4759455,55.690083,81.33872,9.618946,3.2,5.014,2,Arb-3,cots,6.39,54619831,23333333,31286498,3.202,3.192,,,,,,23333333,,,,,,,,,,,,,,,,,,,,,,,,,
Richie Palacios,24589,680700,2025,TB,28,of-2b,batter,0.100269124,0.1828383,0.248889,0.3037846,0.3775922,0.3108032,10.29962,19.655367,3.4528306,49.34581,52.43882,4.4800315,1.76,1.156,5,Pre-Arb,cots,4.78,40237873,9396790,30841084,1.758,1.1,1.092,0.598,0.235,,,760000,720000.0,1416790.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,
Simeon Woods Richardson,24494,680573,2025,,24,,pitcher,0.08014971,0.20793237,,,,,,,,,,,1.48,3.0,3,Arb-1,estimated,5.07,42294223,11808589,30485635,1.483,1.717,1.866,,,,,1780055,3570571.0,6457963.0,,,,,,,,,,,,,,,,,,,,,SP,4.3046827,4.3246365
Ceddanne Rafaela,24262,678882,2025,BOS,24,cf-inf,batter,0.03855657,0.25993747,0.23783796,0.29212397,0.39149338,0.28917068,15.560856,25.94197,3.055262,62.138332,69.3063,5.602657,1.3,1.035,7,Pre-Arb,cots,8.42,74118370,43750000,30368370,1.302,1.644,1.687,1.498,1.183,0.781,0.324,2899961,2747332.0,8354850.0,12856169.0,16891687.0,,,,,,,,,,,,,,,,,,,,,
Jonathan India,21523,663697,2025,KC,28,2b,batter,0.10580446,0.19702558,0.24927415,0.32737195,0.39364997,0.32780823,14.715926,26.291328,3.062298,64.38958,80.899925,15.1555605,2.65,4.0,2,Arb-2,cots,5.32,44737596,14613634,30123962,2.653,2.665,,,,,,5469007,9144628.0,,,,,,,,,,,,,,,,,,,,,,,,
Nolan Schanuel,33189,694384,2025,LAA,23,1b-of,batter,0.113302715,0.15763822,0.25923145,0.34759846,0.3833529,0.32774627,13.485941,23.455593,2.3382177,59.815517,71.143684,8.295094,0.86,1.045,5,Pre-Arb,cots,4.48,38886448,9334644,29551804,0.859,0.748,1.044,0.951,0.876,,,760000,720000.0,1354644.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,
Michael McGreevy,29869,700241,2025,STL,24,rhp,pitcher,0.07652498,0.22777334,,,,,,,,,,,1.0,0.014,6,Pre-Arb,cots,4.45,38868464,9700000,29168464,1.004,0.845,0.746,0.677,0.619,0.562,,760000,720000.0,720000.0,1000000.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,RP,3.5563924,3.531656
Bailey Falter,20070,663559,2025,PIT,28,lhp-s,pitcher,0.07373504,0.16472036,,,,,,,,,,,0.98,2.138,4,Pre-Arb,cots,4.46,37969020,8824709,29144311,0.983,1.188,1.194,1.1,,,,760000,1482398.0,2582312.0,4000000.0,,,,,,,,,,,,,,,,,,,,SP,4.5496387,4.5758038
Javier Assad,21741,665871,2025,CHC,27,rhp,pitcher,0.095924065,0.19560455,,,,,,,,,,,0.81,2.027,4,Pre-Arb,cots,4.52,38712549,9726436,28986113,0.814,1.068,1.305,1.336,,,,760000,1332363.0,2824048.0,4810025.0,,,,,,,,,,,,,,,,,,,,SP,4.632401,4.2116413
Josh Lowe,19953,666139,2025,TB,27,rf-3b,batter,0.07797703,0.2856157,0.23302312,0.30698445,0.407012,0.30225256,16.92493,26.817686,2.1810286,59.98837,65.43158,2.5911684,1.92,2.093,4,Pre-Arb,cots,4.53,37603436,9016017,28587418,1.915,1.407,0.818,0.388,,,,760000,1756017.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
Dean Kremer,19350,665152,2025,BAL,29,rhp-s,pitcher,0.08644173,0.21650778,,,,,,,,,,,1.47,3.112,3,Arb-1,cots,4.72,39319406,10783628,28535777,1.466,1.613,1.638,,,,,1759027,3354037.0,5670564.0,,,,,,,,,,,,,,,,,,,,,SP,4.3132567,4.21013
Kyle Tucker,18345,663656,2025,CHC,28,rf,batter,0.13872005,0.16203438,0.2781745,0.3787518,0.5025173,0.37633634,36.629944,28.420172,1.8039598,102.72867,94.7147,3.4161756,5.32,5.079,1,Arb-3,cots,5.32,47217118,18886847,28330271,5.322,,,,,,,18886847,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Miller,31757,695243,2025,ATH,26,rhp-c,pitcher,0.09686058,0.33096185,,,,,,,,,,,1.13,1.166,5,Pre-Arb,cots,4.36,37407492,9080109,28327382,1.129,0.947,0.848,0.779,0.657,,,760000,720000.0,1100109.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,RP,3.3729115,3.42328
Trevor Williams,16977,592866,2025,WSH,33,rhp-s,pitcher,0.07054226,0.20447864,,,,,,,,,,,2.47,8.027,2,Signed,cots,5.03,42082412,14000000,28082412,2.465,2.561,,,,,,7000000,7000000.0,,,,,,,,,,,,,,,,,,,,,,SP,3.824144,3.675471
Yosver Zulueta,27765,691172,2025,CIN,27,rhp,pitcher,0.09302989,0.23514329,,,,,,,,,,,0.88,0.032,6,Pre-Arb,cots,4.3,37724061,9700000,28024061,0.877,0.776,0.738,0.697,0.634,0.581,,760000,720000.0,720000.0,1000000.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,RP,3.7429657,3.782318
Ha-seong Kim,27506,673490,2025,TB,29,ss,batter,0.1078597,0.17775539,0.24935986,0.3233214,0.37101004,0.31605193,13.771438,24.173456,3.0602643,59.93265,68.97643,4.2739897,3.4,4.0,2,Arb-2,cots,6.65,56977337,29000000,27977337,3.396,3.258,,,,,,11190259,17809740.0,,,,,,,,,,,,,,,,,,,,,,,,
Nick Fortes,21538,663743,2025,MIA,28,c,batter,0.04879449,0.14329271,0.2426626,0.28970155,0.34666684,0.2804253,9.02,19.42616,1.6581665,48.164745,50.48236,5.925788,1.15,2.149,4,Pre-Arb,cots,4.33,36646891,8705450,27941440,1.153,1.158,1.089,0.929,,,,760000,1445450.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
Randal Grichuk,10243,545341,2025,ARI,33,cf,batter,0.06466345,0.18660317,0.2429245,0.30194202,0.4058185,0.31438002,12.962222,24.20188,1.8434324,58.47654,58.974056,4.353315,2.29,10.033,2,Signed,cots,4.01,32915285,5000000,27915285,2.287,1.722,,,,,,2500000,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,
Luke Little,28036,681432,2025,CHC,24,lhp,pitcher,0.09752198,0.24419725,,,,,,,,,,,1.05,1.02,5,Pre-Arb,cots,4.3,36887427,9088352,27799075,1.046,0.993,0.854,0.737,0.667,,,760000,720000.0,1108352.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,RP,3.4953346,3.4404778
MJ Melendez,22197,669004,2025,KC,26,rf-lf,batter,0.10350578,0.2467424,0.24074331,0.3024218,0.4122331,0.3255525,18.384464,22.909632,3.1659272,62.95317,60.459328,4.1687145,1.57,2.153,4,Pre-Arb,cots,4.37,36597726,8810332,27787394,1.572,1.242,0.931,0.626,,,,760000,1550332.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
Garrett Whitlock,20191,676477,2025,BOS,29,rhp,pitcher,0.04961859,0.23025532,,,,,,,,,,,2.58,4.0,2,Arb-2,cots,4.9,40868862,13170010,27698852,2.576,2.325,,,,,,5295891,7874118.0,,,,,,,,,,,,,,,,,,,,,,SP,3.7700868,3.7508757
Abner Uribe,25327,682842,2025,MIL,25,rhp,pitcher,0.10441855,0.2440917,,,,,,,,,,,0.82,0.121,6,Pre-Arb,cots,4.24,37207275,9700000,27507275,0.821,0.754,0.744,0.706,0.63,0.583,,760000,720000.0,720000.0,1000000.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,RP,3.8247037,3.8279736
Jose Siri,17452,642350,2025,NYM,29,cf,batter,0.07779953,0.34223267,0.2116915,0.26905295,0.3882236,0.29226717,15.73876,17.952433,2.107741,50.43472,54.75032,4.3774753,2.1,3.015,3,Arb-1,cots,4.48,36996515,9636838,27359677,2.095,1.494,0.891,,,,,2528733,3108105.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,
Logan Allen,27589,671106,2025,CLE,26,lhp-s,pitcher,0.091387436,0.1911971,,,,,,,,,,,-0.14,1.093,5,Pre-Arb,cots,4.32,38794022,11555976,27238046,0.0,0.428,0.978,1.409,1.506,,,760000,720000.0,1269435.0,3170015.0,5636526.0,,,,,,,,,,,,,,,,,,,SP,5.097027,5.0072346
Ronel Blanco,19407,669854,2025,HOU,31,rhp-s,pitcher,0.10116267,0.23006462,,,,,,,,,,,1.39,1.101,5,Pre-Arb,cots,4.29,36265040,9044519,27220522,1.389,1.161,0.82,0.591,0.329,,,760000,720000.0,1064519.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,SP,4.350947,3.937977
Roddery Munoz,25311,682610,2025,,25,,pitcher,0.09251288,0.19892585,,,,,,,,,,,-0.53,1.0,5,Pre-Arb,estimated,4.38,39581679,12596178,26985501,0.0,0.228,0.932,1.439,1.782,,,760000,720000.0,1209018.0,3236994.0,6670166.0,,,,,,,,,,,,,,,,,,,SP,5.2921886,5.174299
Riley Adams,19864,656180,2025,WSH,29,c,batter,0.07551105,0.27207717,0.2154319,0.2896019,0.35568607,0.2842246,12.487655,20.234478,1.5054779,46.900105,45.208942,5.484594,1.44,2.171,4,Pre-Arb,cots,4.22,35428469,8766763,26661707,1.439,1.207,0.953,0.625,,,,760000,1506763.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
Logan Webb,17995,657277,2025,SF,28,rhp-s,pitcher,0.061127003,0.20446864,,,,,,,,,,,3.77,5.044,4,Arb-3,cots,11.32,98655493,72000000,26655493,3.771,3.178,2.506,1.869,,,,72000001,,,,,,,,,,,,,,,,,,,,,,,SP,3.1855574,3.379254
Randy Arozarena,19290,668227,2025,SEA,30,lf,batter,0.10193637,0.2513711,0.22822005,0.32528704,0.40120637,0.3213939,20.707056,26.053074,1.7675116,69.2067,74.979195,14.197088,2.83,4.129,2,Arb-2,cots,4.63,38476814,11870598,26606216,2.83,1.804,,,,,,5866880,6003718.0,,,,,,,,,,,,,,,,,,,,,,,,
Carson Kelly,13620,608348,2025,CHC,30,c,batter,0.08210461,0.19380479,0.23669013,0.3062279,0.38393524,0.30736724,12.0,18.723537,1.5116011,51.518295,52.26634,5.270386,2.41,6.161,2,Signed,cots,4.58,37915168,11500000,26415168,2.411,2.168,,,,,,5750000,5750000.0,,,,,,,,,,,,,,,,,,,,,,,,
Michael King,19853,650633,2025,SD,30,rhp-s,pitcher,0.087041855,0.2664721,,,,,,,,,,,2.51,5.004,2,Arb-3,cots,4.18,34447054,8226737,26220317,2.507,1.668,,,,,,8226737,,,,,,,,,,,,,,,,,,,,,,,SP,3.803616,3.7392569
Ezequiel Duran,23733,677649,2025,TEX,26,2b,batter,0.0529147,0.23461843,0.22685423,0.30248228,0.36727378,0.2770105,10.079098,21.818197,0.9249454,46.840992,54.45663,4.0063806,1.22,2.053,4,Pre-Arb,cots,4.14,34869994,8849186,26020808,1.215,1.273,0.966,0.688,,,,760000,1589186.0,2500000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
Brady Singer,25377,663903,2025,CIN,28,rhp-s,pitcher,0.07018937,0.22105011,,,,,,,,,,,2.31,4.156,2,Arb-2,cots,4.63,38432251,12549922,25882328,2.313,2.318,,,,,,4704963,7844959.0,,,,,,,,,,,,,,,,,,,,,,SP,3.898594,4.0838265
