Name,Team,Position,Year,Level,Age,FV,IDfg,Hit,Game,Raw,Spd,FB,SL,CMD,CB,CH,2022_Composite,2022_Rank,2022_Value,2023_Composite,2023_Rank,2023_Value,2024_Composite,2024_Rank,2024_Value,2025_Composite,2025_Rank,2025_Value,has_mlb
Hector Rodriguez,CIN,CF,2024,A+,20.3694444,35+,sa3015828,30 / 40,30 / 30,30 / 40,45 / 45,,,,,,,,,,,,149.4,178.0,2305000.0,,,,False
Allan Castro,BOS,RF,2024,AA,21.1666666,40+,sa3016084,30 / 40,35 / 55,55 / 60,50 / 50,,,,,,,,,,,,89.0,717.0,4500000.0,,,,False
Diego Velasquez,SFG,2B,2024,AA,20.8138888,35+,sa3016144,30 / 50,20 / 40,40 / 45,40 / 40,,,,,,,,,,,,396.5,424.0,1689999.9999999998,,,,False
Luis Suisbel,SEA,1B,2024,A,21.1694444,35+,sa3016717,30 / 35,35 / 50,55 / 60,30 / 30,,,,,,,,,,,,409.6666666666667,490.0,1525000.0,,,,False
Rayne Doncon,MIN,SS,2024,A+,20.8388888,40+,sa3016720,30 / 40,35 / 55,40 / 55,50 / 50,,,,,,,,,,,,240.0,528.0,4500000.0,,,,False
Carlos Jorge,CIN,CF,2024,A+,20.8388888,40,sa3016722,30 / 35,35 / 50,45 / 55,55 / 55,,,,,,,,,,,,95.875,112.0,7410000.0,,,,False
Miguel Bleis,BOS,CF,2024,A+,20.3972222,50,sa3016834,20 / 45,30 / 55,55 / 60,55 / 55,,,,,,,,,,,,130.0,120.0,26950000.0,,,,False
Abimelec  Ortiz,TEX,1B,2024,AA,22.4222222,35+,sa3016926,35 / 40,35 / 55,55 / 60,20 / 20,,,,,,,,,,,,126.14285714285714,147.0,2382500.0,,,,False
Marcelo Mayer,BOS,SS,2024,AAA,21.6166666,50,sa3017114,30 / 40,45 / 55,55 / 60,40 / 40,,,,,,,,,,,,30.25,23.0,44660000.0,,,,False
Austin  Gauthier,LAD,2B,2024,AAA,25.2138888,35+,sa3017121,40 / 50,30 / 30,30 / 30,60 / 60,,,,,,,,,,,,416.5,421.0,1697500.0000000002,,,,False
Wilfredo Lara,NYM,3B,2024,A+,20.2388888,35+,sa3017123,20 / 40,20 / 45,40 / 50,60 / 60,,,,,,,,,,,,280.0,516.0,1500000.0,,,,False
Cameron Cauley,TEX,SS,2024,A+,21.4666666,45,sa3017167,20 / 30,35 / 50,50 / 55,70 / 70,,,,,,,,,,,,422.5,471.0,12580000.0,,,,False
Benny Montgomery,COL,CF,2024,AA,21.875,40,sa3017169,30 / 30,20 / 40,45 / 55,70 / 70,,,,,,,,,,,,242.3333333333333,232.0,6510000.0,,,,False
Colson Montgomery,CHW,3B,2024,AAA,22.4083333,55,sa3017170,35 / 45,45 / 60,60 / 60,40 / 40,,,,,,,,,,,,24.0,19.0,62100000.00000001,,,,False
Max Muncy,OAK,SS,2024,AAA,21.9138888,40+,sa3017290,30 / 40,30 / 45,50 / 55,50 / 50,,,,,,,,,,,,343.5,316.0,5880000.0,,,,False
James Triantos,CHC,LF,2024,AAA,21.4861111,45,sa3017295,50 / 60,30 / 35,45 / 45,50 / 50,,,,,,,,,,,,118.33333333333331,129.0,19420000.0,,,,False
Damiano Palmegiani,TOR,2B,2024,AAA,24.5,35+,sa3017326,35 / 40,45 / 55,50 / 55,40 / 40,,,,,,,,,,,,275.75,289.0,2027500.0,,,,False
Carter Jensen,KCR,C,2024,AA,21.0583333,45,sa3017339,20 / 30,30 / 50,50 / 55,40 / 35,,,,,,,,,,,,489.0,585.0,12000000.0,,,,False
Denzel Clarke,OAK,CF,2024,AA,24.2305555,40+,sa3017426,20 / 30,40 / 50,60 / 70,70 / 70,,,,,,,,,,,,170.42857142857142,173.0,6952500.0,,,,False
Kahlil Watson,CLE,2B,2024,AA,21.2722222,40+,sa3017513,20 / 30,35 / 55,50 / 60,60 / 60,,,,,,,,,,,,218.6,224.0,6570000.0,,,,False
Creed Willems,BAL,C,2024,AA,21.1388888,40,sa3017562,30 / 35,35 / 55,55 / 60,20 / 20,,,,,,,,,,,,290.0,380.0,5400000.0,,,,False
Edwin Arroyo,CIN,2B,2024,ST,20.9138888,45,sa3017626,30 / 40,35 / 55,45 / 50,55 / 55,,,,,,,,,,,,99.54545454545456,94.0,21120000.0,,,,False
Harry Ford,SEA,C,2024,AA,21.425,50,sa3017627,20 / 30,30 / 50,55 / 60,60 / 60,,,,,,,,,,,,44.375,39.0,41140000.0,,,,False
Brady House,WSN,3B,2024,AAA,21.1388888,50,sa3017694,30 / 40,35 / 60,60 / 70,50 / 50,,,,,,,,,,,,54.375,43.0,40260000.0,,,,False
Daylen Lile,WSN,CF,2024,AA,21.65,40+,sa3017698,30 / 50,30 / 45,40 / 50,60 / 60,,,,,,,,,,,,216.0,385.0,5362500.000000001,,,,False
Mason Auer,TBR,RF,2024,AA,23.3972222,35+,sa3017791,25 / 30,30 / 40,55 / 60,65 / 65,,,,,,,,,,,,318.0,671.0,1500000.0,,,,False
Carson Williams,TBR,SS,2024,AA,21.0805555,55,sa3017795,30 / 35,40 / 60,60 / 65,55 / 55,,,,,,,,,,,,43.9375,35.0,57300000.0,,,,False
Hao-Yu Lee,DET,2B,2024,AA,21.475,40,sa3017863,30 / 40,30 / 50,50 / 55,40 / 30,,,,,,,,,,,,293.8333333333333,386.0,5355000.0,,,,False
Cesar Prieto,STL,2B,2024,AAA,25.2055555,40,sa3018100,50 / 60,30 / 35,40 / 40,40 / 40,,,,,,,,,,,,403.0,536.0,4500000.0,,,,False
Dyan Jorge,COL,SS,2024,A+,21.35,40+,sa3018387,30 / 50,30 / 45,40 / 55,55 / 55,,,,,,,,,,,,309.2,306.0,5955000.0,,,,False
Keiner Delgado,PIT,SS,2024,A,20.5527777,45,sa3018397,25 / 55,20 / 35,30 / 40,55 / 55,,,,,,,,,,,,239.5,218.0,17640000.0,,,,False
Jaison Chourio,CLE,LF,2024,A,19.1805555,45+,sa3018399,25 / 55,20 / 55,40 / 55,50 / 50,,,,,,,,,,,,174.66666666666666,161.0,18780000.0,,,,False
Cristhian Vaquero,WSN,CF,2024,A,19.8638888,45,sa3018403,20 / 30,20 / 50,45 / 60,70 / 70,,,,,,,,,,,,179.28571428571428,187.0,18260000.0,,,,False
Ricardo Cabrera,CIN,3B,2024,A,19.7333333,40,sa3018405,20 / 50,20 / 45,35 / 50,50 / 45,,,,,,,,,,,,163.14285714285714,172.0,6959999.999999999,,,,False
Samuel Munoz,LAD,1B,2024,A,19.8388888,40,sa3018407,25 / 60,20 / 45,35 / 50,40 / 40,,,,,,,,,,,,348.0,455.0,4837500.0,,,,False
Lazaro Montes,SEA,DH,2024,A+,19.7555555,45,sa3018409,20 / 40,25 / 60,45 / 60,35 / 30,,,,,,,,,,,,64.72727272727273,80.0,23360000.000000004,,,,False
Jhonny Severino,PIT,3B,2024,A,19.7111111,40,sa3018415,25 / 40,25 / 55,50 / 60,50 / 50,,,,,,,,,,,,471.0,574.0,4500000.0,,,,False
Nelson Rada,LAA,CF,2024,AA,18.9138888,50,sa3018421,25 / 50,20 / 45,30 / 45,60 / 60,,,,,,,,,,,,140.0,153.0,26042500.0,,,,False
Michael Arroyo,SEA,2B,2024,A+,19.725,40,sa3018429,25 / 55,20 / 45,40 / 45,60 / 60,,,,,,,,,,,,187.8333333333333,183.0,6877500.0,,,,False
Leandro Arias,BAL,SS,2024,A+,19.4694444,40,sa3018433,25 / 55,20 / 30,30 / 40,50 / 50,,,,,,,,,,,,410.0,556.0,4500000.0,,,,False
Ruben Santana,ARI,3B,2024,A,19.4388888,40,sa3018468,20 / 40,25 / 50,45 / 60,50 / 50,,,,,,,,,,,,353.3333333333333,353.0,5602500.0,,,,False
Derek Bernard,COL,LF,2024,CPX,18.9583333,40,sa3018477,20 / 40,25 / 55,50 / 60,40 / 40,,,,,,,,,,,,466.0,464.0,4770000.0,,,,False
Estuar Suero,PIT,CF,2024,CPX,18.9027777,40+,sa3018481,20 / 40,20 / 50,45 / 60,60 / 60,,,,,,,,,,,,290.0,714.0,4500000.0,,,,False
Luis Baez,HOU,RF,2024,AA,20.5361111,40+,sa3018482,30 / 40,35 / 55,55 / 60,40 / 40,,,,,,,,,,,,184.0,156.0,7080000.0,,,,False
Waner Luciano,HOU,3B,2024,CPX,19.5305555,40,sa3018501,30 / 40,30 / 50,55 / 60,45 / 45,,,,,,,,,,,,303.5,455.0,4837500.0,,,,False
Jesus Baez,NYM,3B,2024,A+,19.4111111,45,sa3018507,20 / 45,25 / 55,50 / 60,40 / 40,,,,,,,,,,,,470.0,573.0,12000000.0,,,,False
Jansel Luis,ARI,SS,2024,A,19.3833333,45+,sa3018508,20 / 40,25 / 50,40 / 55,50 / 50,,,,,,,,,,,,267.6666666666667,287.0,16259999.999999998,,,,False
Luis Lara,MIL,CF,2024,A+,19.6861111,45,sa3018514,25 / 55,20 / 45,35 / 45,60 / 60,,,,,,,,,,,,167.5,152.0,18960000.0,,,,False
Juan Baez,MIL,3B,2024,A,19.075,40,sa3018525,25 / 55,20 / 35,35 / 45,40 / 40,,,,,,,,,,,,475.0,577.0,4500000.0,,,,False
Yeremi Cabrera,TEX,CF,2024,A+,19.0611111,40+,sa3018549,20 / 30,25 / 60,55 / 60,55 / 55,,,,,,,,,,,,524.5,523.0,4500000.0,,,,False
Oswaldo Osorio,LAD,SS,2024,A,19.2833333,40+,sa3018560,20 / 40,20 / 50,45 / 60,50 / 40,,,,,,,,,,,,499.0,593.0,4500000.0,,,,False
Jefferson Rojas,CHC,2B,2024,A+,19.2472222,50,sa3018571,25 / 55,20 / 55,40 / 50,45 / 45,,,,,,,,,,,,186.0,233.0,23842500.0,,,,False
Josue Briceno,DET,C,2024,A,19.8361111,40+,sa3018584,25 / 50,25 / 55,45 / 60,30 / 20,,,,,,,,,,,,223.5,409.0,5182500.0,,,,False
Josue De Paula,LAD,LF,2024,A+,19.1666666,55,sa3018591,20 / 45,20 / 60,45 / 60,40 / 30,,,,,,,,,,,,78.27272727272727,78.0,44400000.00000001,,,,False
Marco Vargas,NYM,2B,2024,A,19.1944444,40+,sa3018632,25 / 60,20 / 30,30 / 35,40 / 40,,,,,,,,,,,,307.75,318.0,5865000.0,,,,False
Cristofer Torin,ARI,2B,2024,A,19.1611111,40+,sa3018938,25 / 70,20 / 40,30 / 40,40 / 40,,,,,,,,,,,,363.6666666666667,406.0,5205000.0,,,,False
Alexander Albertus,LAD,3B,2024,A,19.7416666,40,sa3018950,25 / 60,20 / 30,30 / 40,50 / 50,,,,,,,,,,,,438.0,416.0,5130000.0,,,,False
Nikau Pouaka-Grego,PHI,2B,2024,CPX,19.8638888,40,sa3018959,25 / 70,20 / 30,30 / 40,50 / 50,,,,,,,,,,,,501.0,595.0,4500000.0,,,,False
Won-Bin Cho,STL,RF,2024,A+,20.9277777,40+,sa3019526,30 / 50,35 / 55,50 / 60,50 / 50,,,,,,,,,,,,295.75,368.0,5490000.0,,,,False
Yasser Mercedes,MIN,RF,2024,A,19.6888888,40,sa3019557,20 / 30,20 / 50,45 / 60,55 / 50,,,,,,,,,,,,322.4,327.0,5797499.999999999,,,,False
Roderick Arias,NYY,SS,2024,A,19.875,50,sa3019674,20 / 40,25 / 60,50 / 60,50 / 50,,,,,,,,,,,,94.54545454545456,82.0,31680000.000000004,,,,False
Ivan Melendez,ARI,1B,2024,AA,24.5,35+,sa3019859,35 / 40,45 / 60,70 / 70,30 / 30,,,,,,,,,,,,211.4,216.0,2210000.0,,,,False
Jakob Marsee,MIA,LF,2024,AAA,23.0722222,40,sa3019868,45 / 50,30 / 35,40 / 40,60 / 60,,,,,,,,,,,,149.0,158.0,7065000.0,,,,False
Dalton Rushing,LAD,C,2024,AAA,23.425,50,sa3019892,30 / 40,35 / 50,50 / 50,45 / 45,,,,,,,,,,,,67.0625,63.0,35860000.0,,,,False
Javier Vaz,KCR,2B,2024,AA,23.8388888,40+,sa3019906,40 / 55,30 / 35,30 / 35,60 / 60,,,,,,,,,,,,419.5,426.0,5054999.999999999,,,,False
Drake Baldwin,ATL,C,2024,AAA,23.3222222,45,sa3019920,30 / 40,30 / 45,50 / 55,30 / 30,,,,,,,,,,,,487.0,584.0,12000000.0,,,,False
Jack Brannigan,PIT,SS,2024,A+,23.3694444,45,sa3019922,30 / 40,30 / 50,50 / 55,50 / 50,,,,,,,,,,,,410.6666666666667,429.0,13420000.0,,,,False
Zach Cole,HOU,CF,2024,AA,23.9722222,40,sa3019937,30 / 35,45 / 50,45 / 55,60 / 60,,,,,,,,,,,,460.5,448.0,4889999.999999999,,,,False
Jud Fabian,BAL,CF,2024,AAA,23.825,45,sa3019942,30 / 30,30 / 50,55 / 60,60 / 60,,,,,,,,,,,,264.5,240.0,17200000.0,,,,False
David McCabe,ATL,3B,2024,AA,24.3305555,35+,sa3019964,35 / 45,40 / 55,55 / 55,30 / 30,,,,,,,,,,,,494.5,462.0,1594999.9999999998,,,,False
Spencer Jones,NYY,CF,2024,AA,23.1944444,55,sa3019969,30 / 45,50 / 70,60 / 70,55 / 50,,,,,,,,,,,,43.93333333333333,44.0,54600000.0,,,,False
Nathan Martorella,MIA,1B,2024,AA,23.4333333,45,sa3019978,40 / 50,35 / 55,55 / 55,30 / 30,,,,,,,,,,,,238.2,267.0,16660000.0,,,,False
Drew Gilbert,NYM,CF,2024,AAA,23.825,50,sa3019980,45 / 50,40 / 50,50 / 55,60 / 60,,,,,,,,,,,,56.9375,47.0,39380000.0,,,,False
Dylan Beavers,BAL,RF,2024,AAA,22.9527777,45,sa3019983,30 / 40,45 / 55,55 / 60,55 / 55,,,,,,,,,,,,161.5,142.0,19160000.0,,,,False
Gavin Cross,KCR,RF,2024,AA,23.4472222,40+,sa3019985,35 / 45,35 / 55,45 / 50,50 / 50,,,,,,,,,,,,210.42857142857144,253.0,6352500.0,,,,False
Jacob Melton,HOU,CF,2024,AAA,23.8805555,50,sa3019988,35 / 45,45 / 60,65 / 65,55 / 55,,,,,,,,,,,,113.3,104.0,27390000.0,,,,False
Peyton Graham,DET,SS,2024,AA,23.4944444,40+,sa3019990,30 / 35,35 / 50,50 / 60,50 / 50,,,,,,,,,,,,433.0,562.0,4500000.0,,,,False
Cayden Wallace,WSN,3B,2024,AA,22.9638888,40+,sa3019996,30 / 40,30 / 50,50 / 55,50 / 50,,,,,,,,,,,,283.0,292.0,6060000.0,,,,False
Daniel Susac,OAK,C,2024,AA,23.1944444,40,sa3019997,30 / 35,35 / 45,45 / 55,30 / 30,,,,,,,,,,,,372.3333333333333,398.0,5265000.0,,,,False
Sterlin Thompson,COL,1B,2024,AA,23.0777777,45,sa3019999,45 / 50,40 / 50,45 / 50,40 / 40,,,,,,,,,,,,89.11111111111111,100.0,20160000.0,,,,False
Tanner Schobel,MIN,SS,2024,AA,23.1388888,40,sa3020009,30 / 40,30 / 40,45 / 45,60 / 60,,,,,,,,,,,,459.5,486.0,4605000.0,,,,False
Chase Meidroth,BOS,3B,2024,AAA,23.0027777,40,sa3020011,55 / 60,20 / 35,30 / 30,40 / 40,,,,,,,,,,,,320.6666666666667,377.0,5422500.0,,,,False
Ryan Clifford,NYM,RF,2024,AA,21.0111111,40+,sa3020126,30 / 35,35 / 60,60 / 65,40 / 30,,,,,,,,,,,,98.0909090909091,101.0,7492500.0,,,,False
Sal Stewart,CIN,3B,2024,A+,20.6305555,35+,sa3020130,35 / 45,20 / 40,45 / 50,30 / 30,,,,,,,,,,,,143.71428571428572,137.0,2407500.0,,,,False
Cam Collier,CIN,3B,2024,A+,19.6777777,40,sa3020131,20 / 40,20 / 50,55 / 60,40 / 30,,,,,,,,,,,,108.125,108.0,7440000.0,,,,False
Tucker Toman,TOR,3B,2024,A,20.7,35+,sa3020132,20 / 30,35 / 50,50 / 60,50 / 50,,,,,,,,,,,,225.0,590.0,1500000.0,,,,False
Haydn McGeary,CHC,1B,2024,AA,24.7916666,35+,sa3020133,30 / 35,45 / 50,60 / 60,30 / 30,,,,,,,,,,,,312.3333333333333,319.0,1952500.0,,,,False
Jett Williams,NYM,CF,2024,AAA,20.725,50,sa3020134,30 / 40,30 / 55,45 / 55,70 / 70,,,,,,,,,,,,41.66666666666666,33.0,42460000.0,,,,False
Luke Adams,MIL,1B,2024,A+,20.25,40+,sa3020135,30 / 45,30 / 55,50 / 60,30 / 30,,,,,,,,,,,,192.66666666666663,223.0,6577500.0,,,,False
Dominic Keegan,TBR,C,2024,AA,23.9805555,45,sa3020194,40 / 50,35 / 50,55 / 55,40 / 30,,,,,,,,,,,,359.75,358.0,14840000.0,,,,False
Cade Doughty,TOR,3B,2024,AA,23.3277777,40,sa3020196,40 / 50,40 / 50,50 / 55,45 / 45,,,,,,,,,,,,426.5,508.0,4500000.0,,,,False
Elijah Green,WSN,LF,2024,A,20.6388888,40,sa3020210,20 / 20,25 / 60,70 / 80,50 / 50,,,,,,,,,,,,168.16666666666666,160.0,7050000.0,,,,False
Roman Anthony,BOS,RF,2024,AAA,20.1972222,55,sa3020211,40 / 45,40 / 60,60 / 70,55 / 50,,,,,,,,,,,,23.0,16.0,63000000.00000001,,,,False
Alan Roden,TOR,LF,2024,AAA,24.5888888,40,sa3020212,50 / 55,30 / 40,45 / 45,40 / 40,,,,,,,,,,,,271.6666666666667,342.0,5685000.0,,,,False
Termarr Johnson,PIT,2B,2024,AA,20.1194444,50,sa3020214,20 / 40,25 / 60,55 / 60,50 / 40,,,,,,,,,,,,47.25,37.0,41580000.0,,,,False
Mikey Romero,BOS,2B,2024,AA,20.5333333,45,sa3020216,30 / 50,30 / 45,45 / 50,45 / 45,,,,,,,,,,,,258.0,610.0,12000000.0,,,,False
Chandler Simpson,TBR,CF,2024,AA,23.6833333,40+,sa3020219,45 / 60,20 / 20,30 / 30,80 / 80,,,,,,,,,,,,568.0,645.0,4500000.0,,,,False
Dylan O'Rae,MIL,CF,2024,AA,20.4444444,40,sa3020220,35 / 55,20 / 20,20 / 30,60 / 60,,,,,,,,,,,,523.0,606.0,4500000.0,,,,False
Justin Crawford,PHI,CF,2024,AA,20.5305555,40+,sa3020240,30 / 50,20 / 30,30 / 40,70 / 70,,,,,,,,,,,,91.27272727272728,91.0,8100000.000000001,,,,False
Emaarion Boyd,PHI,CF,2024,A+,20.9222222,40,sa3020281,35 / 60,20 / 30,30 / 40,70 / 70,,,,,,,,,,,,567.0,644.0,4500000.0,,,,False
Max Wagner,BAL,3B,2024,AA,22.9305555,40,sa3020415,30 / 40,40 / 50,50 / 55,45 / 45,,,,,,,,,,,,285.0,633.0,4500000.0,,,,False
Jacob Reimer,NYM,3B,2024,A+,20.4222222,40,sa3020416,25 / 50,20 / 45,40 / 45,40 / 40,,,,,,,,,,,,401.5,453.0,4852500.0,,,,False
Cole Young,SEA,SS,2024,AA,21.0027777,50,sa3020459,40 / 55,35 / 45,45 / 50,50 / 50,,,,,,,,,,,,50.3125,40.0,40920000.0,,,,False
Austin Charles,KCR,3B,2024,A+,20.6972222,40+,sa3020497,20 / 35,20 / 50,45 / 60,55 / 55,,,,,,,,,,,,290.25,285.0,6112500.0,,,,False
Xavier Isaac,TBR,1B,2024,AA,20.6027777,55,sa3020498,30 / 50,35 / 70,60 / 70,20 / 20,,,,,,,,,,,,67.93333333333334,57.0,50699999.99999999,,,,False
Druw Jones,ARI,CF,2024,A,20.6555555,40+,sa3020676,20 / 30,20 / 45,50 / 60,60 / 60,,,,,,,,,,,,63.71428571428572,64.0,9720000.0,,,,False
Brando Mayea,NYY,CF,2024,CPX,18.8666666,45,sa3020679,20 / 50,20 / 40,35 / 45,60 / 60,,,,,,,,,,,,253.0,260.0,16800000.0,,,,False
Enmanuel Bonilla,TOR,RF,2024,CPX,18.5055555,40+,sa3020684,20 / 40,25 / 55,50 / 70,50 / 50,,,,,,,,,,,,310.5,302.0,5984999.999999999,,,,False
Ethan Salas,SDP,C,2024,A+,18.1472222,60,sa3020881,35 / 55,30 / 60,45 / 60,50 / 40,,,,,,,,,,,,18.25,11.0,68800000.0,,,,False
Luis Guanipa,ATL,CF,2024,A,18.6083333,45,sa3020884,25 / 55,20 / 55,45 / 55,70 / 70,,,,,,,,,,,,271.8,263.0,16740000.0,,,,False
Chase DeLauter,CLE,RF,2024,AAA,22.7944444,55,sa3021053,40 / 55,40 / 55,55 / 55,45 / 40,,,,,,,,,,,,34.3125,30.0,58800000.0,,,,False
Alfredo Duno,CIN,C,2024,A,18.5472222,45+,sa3021066,20 / 40,25 / 70,60 / 80,40 / 30,,,,,,,,,,,,241.0,235.0,17300000.0,,,,False
Joendry Vargas,LAD,SS,2024,CPX,18.7111111,50,sa3021067,25 / 45,20 / 60,40 / 60,50 / 40,,,,,,,,,,,,123.9,123.0,26867500.0,,,,False
Derniche Valdez,CHC,2B,2024,CPX,18.3194444,35+,sa3021068,20 / 30,20 / 50,45 / 60,60 / 60,,,,,,,,,,,,498.0,688.0,1500000.0,,,,False
Sebastian Walcott,TEX,3B,2024,AA,18.3611111,50,sa3021069,20 / 30,25 / 70,55 / 80,60 / 50,,,,,,,,,,,,62.5625,49.0,38940000.0,,,,False
Starlyn Caba,PHI,SS,2024,A,18.6333333,50,sa3021070,25 / 70,20 / 35,30 / 40,60 / 60,,,,,,,,,,,,254.5,460.0,17600000.0,,,,False
Brailer Guerrero,TBR,RF,2024,CPX,18.0805555,45,sa3021072,20 / 40,25 / 55,50 / 60,45 / 40,,,,,,,,,,,,320.5,463.0,12740000.0,,,,False
Rayner Arias,SFG,RF,2024,CPX,18.2361111,45,sa3021076,25 / 50,25 / 55,50 / 60,50 / 50,,,,,,,,,,,,198.3333333333333,171.0,18580000.0,,,,False
Robert Calaz,COL,RF,2024,A,18.6722222,40+,sa3021078,20 / 40,25 / 60,55 / 70,30 / 30,,,,,,,,,,,,291.5,290.0,6075000.0,,,,False
Gian Zapata,ARI,CF,2024,CPX,18.8638888,40,sa3021079,20 / 30,20 / 55,40 / 55,60 / 55,,,,,,,,,,,,482.5,499.0,4507500.0,,,,False
Yophery Rodriguez,MIL,CF,2024,A+,18.6361111,40+,sa3021083,20 / 45,20 / 50,40 / 55,55 / 60,,,,,,,,,,,,267.25,265.0,6262500.0,,,,False
Yoeilin Cespedes,BOS,2B,2024,A,18.8777777,45,sa3021085,25 / 50,25 / 50,50 / 55,40 / 40,,,,,,,,,,,,294.5,268.0,16640000.0,,,,False
Welbyn Francisca,CLE,2B,2024,A,18.1861111,45,sa3021087,25 / 55,25 / 50,40 / 50,60 / 60,,,,,,,,,,,,273.6,254.0,16920000.0,,,,False
Jeremy Rodriguez,NYM,SS,2024,CPX,18.0555555,50,sa3021101,25 / 60,20 / 40,30 / 40,50 / 50,,,,,,,,,,,,295.0,397.0,19332500.0,,,,False
Eduardo Quintero,LAD,CF,2024,A,18.8555555,45,sa3021208,25 / 70,20 / 40,30 / 45,55 / 60,,,,,,,,,,,,183.75,229.0,17420000.0,,,,False
Gabriel Terrero,NYY,2B,2024,CPX,18.8277777,35+,sa3021213,20 / 50,20 / 45,30 / 45,45 / 45,,,,,,,,,,,,572.0,652.0,1500000.0,,,,False
Braylin  Morel,TEX,RF,2024,CPX,18.5138888,35+,sa3021229,20 / 40,25 / 55,50 / 60,40 / 30,,,,,,,,,,,,477.5,433.0,1667500.0,,,,False
Andres Valor,MIA,CF,2024,CPX,18.7111111,40,sa3021278,20 / 40,20 / 50,40 / 55,50 / 45,,,,,,,,,,,,380.0,466.0,4755000.0,,,,False
Mario Baez,ATL,SS,2024,CPX,17.9138888,35+,sa3021286,20 / 40,20 / 45,35 / 50,55 / 50,,,,,,,,,,,,469.0,572.0,1500000.0,,,,False
Dameury  Pena,MIN,LF,2024,CPX,18.8972222,45,sa3021624,25 / 60,25 / 45,30 / 40,45 / 45,,,,,,,,,,,,502.0,597.0,12000000.0,,,,False
Ramon Ramirez,KCR,C,2024,CPX,19.1083333,40,sa3021637,20 / 35,25 / 50,50 / 55,40 / 35,,,,,,,,,,,,266.3333333333333,496.0,4530000.0,,,,False
Franklin Arias,BOS,SS,2024,A,18.6805555,35+,sa3021845,25 / 55,20 / 30,30 / 35,40 / 40,,,,,,,,,,,,500.0,514.0,1500000.0,,,,False
Javier Mogollon,CHW,2B,2024,CPX,18.7305555,35+,sa3021855,25 / 55,20 / 40,35 / 45,50 / 50,,,,,,,,,,,,300.0,468.0,1579999.9999999998,,,,False
Eduardo Tait,PHI,C,2024,A,17.9083333,45,sa3022162,20 / 40,25 / 55,50 / 65,30 / 30,,,,,,,,,,,,496.0,520.0,12000000.0,,,,False
Chase Davis,STL,CF,2024,AA,22.6361111,40+,sa3022426,30 / 50,30 / 45,55 / 60,50 / 50,,,,,,,,,,,,128.25,135.0,7237500.0,,,,False
Zach Levenson,STL,LF,2024,A+,22.3833333,40,sa3022435,30 / 40,40 / 55,60 / 60,45 / 45,,,,,,,,,,,,513.0,602.0,4500000.0,,,,False
Ben Williamson,SEA,3B,2024,AA,23.7194444,35+,sa3022437,45 / 55,30 / 35,40 / 40,55 / 55,,,,,,,,,,,,460.0,533.0,1500000.0,,,,False
Jacob Gonzalez,CHW,SS,2024,AA,22.15,45,sa3022498,30 / 40,30 / 45,50 / 50,40 / 40,,,,,,,,,,,,276.8333333333333,278.0,16439999.999999998,,,,False
Brock Wilken,MIL,3B,2024,AA,22.1027777,45+,sa3022499,30 / 40,35 / 70,70 / 70,40 / 40,,,,,,,,,,,,70.7,81.0,23200000.000000004,,,,False
Sabin Ceballos,ATL,3B,2024,A+,21.9361111,40,sa3022500,35 / 40,30 / 45,45 / 50,40 / 40,,,,,,,,,,,,457.0,498.0,4515000.0,,,,False
Tommy Troy,ARI,3B,2024,A+,22.5194444,50,sa3022561,30 / 50,30 / 50,45 / 50,80 / 80,,,,,,,,,,,,81.0,73.0,33660000.0,,,,False
Kemp Alderman,MIA,LF,2024,AA,21.9277777,40,sa3022562,30 / 40,35 / 60,80 / 80,30 / 30,,,,,,,,,,,,468.5,493.0,4552500.0,,,,False
Brice Matthews,HOU,SS,2024,AAA,22.3555555,45,sa3022563,35 / 45,35 / 45,55 / 60,55 / 55,,,,,,,,,,,,209.4,209.0,17820000.0,,,,False
Jack Hurley,ARI,CF,2024,A+,22.3638888,40,sa3022564,30 / 45,30 / 45,50 / 55,55 / 55,,,,,,,,,,,,340.3333333333333,365.0,5512500.0,,,,False
Mitch Jebb,PIT,2B,2024,A+,22.1972222,35+,sa3022565,35 / 50,20 / 25,30 / 35,70 / 70,,,,,,,,,,,,401.5,467.0,1582500.0,,,,False
Max Anderson,DET,2B,2024,AA,22.4,40,sa3022567,30 / 35,30 / 50,55 / 60,50 / 50,,,,,,,,,,,,411.0,407.0,5197500.0,,,,False
Cole Carrigg,COL,CF,2024,A+,22.2111111,40,sa3022596,30 / 40,30 / 35,40 / 40,55 / 55,,,,,,,,,,,,211.25,266.0,6255000.0,,,,False
Jake Gelof,LAD,3B,2024,A+,22.4138888,40,sa3022600,30 / 40,35 / 50,55 / 60,45 / 45,,,,,,,,,,,,270.6,286.0,6105000.0,,,,False
Myles Naylor,OAK,3B,2024,A,19.275,40,sa3022605,20 / 40,20 / 50,45 / 60,40 / 40,,,,,,,,,,,,341.5,439.0,4957500.0,,,,False
Aidan Miller,PHI,3B,2024,AA,20.125,50,sa3022609,20 / 40,25 / 55,55 / 70,40 / 40,,,,,,,,,,,,111.66666666666669,99.0,27940000.0,,,,False
Aidan Smith,SEA,CF,2024,A+,20.0027777,40,sa3022611,20 / 40,20 / 40,40 / 50,60 / 60,,,,,,,,,,,,461.0,435.0,4987500.0,,,,False
Sammy Stafura,CIN,SS,2024,A,19.6916666,40+,sa3022612,25 / 55,20 / 40,35 / 40,45 / 45,,,,,,,,,,,,355.0,330.0,5775000.0,,,,False
